review,stars
"Caja sin precinto, pantalla sin protector de plástico, un cable HDMI que no encaja en ninguna clavija.... Menuda estafa",1
"La caja venía abierta, sin el precinto, y se nota que es un producto que ya había sido usado por no tener el protector de pantalla, el cable del cargador mal enrollado, y le faltan las correas de seguridad de los mandos joy-con",1
"Compre la consola como nueva (con prime entrega en un día) pensado que había conseguido una buena oferta. Y mi sorpresa ha sido que era una consola usada, menudo chasco.",1
Me llegó con unas marcas en la pantalla que no le di importancia pero pronto empezaron a fallar los joysticks del mando y se apagaba la pantalla.Hace una semana que hice la devolución y aún sigo a la espera de noticias…,1
Lo he comprado para un regalo y la caja ha venido totalmente rayada y desgastada. No parece nueva.,1
"La consola dejó de funcionar. Hasta ahí algo que puede pasar. La enviamos para tramitar la garantía y no se nos daba información sobre la reparación. Tuve que llamar para pedir la información y finalmente me dijeron que no la iban a reparar. Me hacen reembolso del dinero, pero ahora ha subido de precio si quiero comprar una nueva :(",1
El repartidor lo.dejo en.el.ascensor y abollado y se fue,1
He tenido que hacer la devolución del producto. Ha venido defectuoso. Los mandos no funcionaban. Aún no me han hecho el ingreso en mi cuenta.,1
Usada los botones marcados en los envoltorios de plastico,1
3dias de uso y base no funciona,1
"Parece falsa, al tiempo de uso se queda pillada",1
"El producto parece estar bien, pero el paquete fue lanzado por encima de una valla de 2,5 metros, sin molestarse en preguntar si podían dejarlo al portero de la finca.",1
No hace decir gran cosa. Con mirar el precio es suficiente. Mafias,1
"Compré este sabor porque la minidona es un sabor que me encanta pero lo desaconsejo a cualquiera que de verdad le guste ese sabor, no se parece en absolutamente nada, esta entre un sabor neutro-azucarado y sabor a fármaco. Fue una absoluta decepción, pensaba que iba a saber tan logrado como el de conguito pero ni de cerca.",1
"La peor proteina que he probado, incluso peor que las ""Low Cost"". Es imposible de disolver, se quedan grumos gigantes y se solidifica la proteina a la que tardes en tomártela unos minutos.El sabor no es malo, pero no es Cacaolat.No puedo recomendarla para nada. Hace años compré una BIG de Brownie y muy bien. Esta, lamentable.",1
"La proteina esta genial y tiene un sabor muy rico, de hecho, he pedido otro bote de lacasitos. El problema viene en el servicio de mensajeria, correos express, estoy harto de ellos, nunca llegan cuando prometen,nunca, por ello a no ser que el vendedor cambie de empresa este sera mi ultimo pedido. Ya no cojo ningun producto que lo manden ellos. Lo siento, pero estoy harto de tanto vacile y tanta incompetencia. Mi tiempo como el de todos es muy valioso.",1
"Es muy caro para lo que es,pagas la marca.hay otros productos de sabor cacao más baratos",1
no era lo que esperava,1
No cumple lo deseado,1
El artículo no  es lo que esperaba es un simple chubasquero que no abriga nada en absoluto. Preciso  devolución.,1
Es un impermeable caro,1
Demasiado ligero. Es como un cortavientos muy fino,1
"El producto salió defectuoso.No pudimos iniciarlo, se trabo en el bloqueado sin poder ingresar a la opción del patrón o faceID. Se calentó super rápido y se descargaba igual.No digo que todos sean así, pero esa fue nuestra experiencia y estamos devolviendo y reembolsado.",1
"I love iPhones but on this occasion the iPhone did not function.  So had to return it.  How do I know if I am going to receive a functioning phone if I reorder?Me encantan los iPhones, pero en esta ocasión el iPhone no funcionó. Así que tuve que devolverlo. ¿Cómo sé si voy a recibir un teléfono que funcione si hago un nuevo pedido?",1
"Compré el teléfono el 11 de Mayo y hasta el 15 no empecé a utilizarlo, lo digo que os hagáis una idea del poco tiempo q tiene. Pues desde el minuto 1 se recalienta a tope sin estar ni siquiera conectado en carga, a veces ni detecta la SIM y el micrófono cuando lo utilizo para escuchar los audios suena a cascado. He llamando a Amazon y la opción q me dan es el soporte técnico para arreglar un terminal de apenas dos meses de usos, dando problemas desde el primer día, donde se ve claramente que el terminal es defectuoso de fábrica…en fin, decepción total :(",1
"Un iPhone sin mas, poca innovación respecto a modelos anteriores. En mi caso lo devolví porque la parte superior de la pantalla iba como lenta, le costaba responder en exceso y note también algún calentamiento excesivo para un teléfono nuevo. El proceso de devolución, una experiencia terrible. Después de mas de 10 horas de llamadas, varios correos, darme fechas de reembolso diferentes, decirme q no había recibido el paquete, y un sin fin de excusas me acabaron haciendo el reembolso 2 meses después. La siguiente unidad que compre mas de lo mismo. Nada mas pasar los datos de un teléfono a otro ya me di cuenta que tardaba mas de lo habitual y se calentaba en exceso. Fue devuelto nuevamente y una nueva odisea.",1
"No me podía traspasar las cosas del Iphone 12 que tengo y lo he devuelto. Me pone que la devolución esta registrada desde el 25/09 y todavía no me ha llegado a mi cuenta. Como he visto por aquí, me tocará llamar varias veces para reclamarlo. Qué pesadilla!!",1
"No me puedo creer que un producto con un coste elebado no tenga mas seguridad para recibirlo y que se estravíe tan facilmente , cuando las pequeñas cosas llegan sin ningun problema",1
"Me llegó un iPhone defectuoso, no cargaba. Más de un mes después de la devolución y 4 o 5 llamadas con atención al cliente, no se ha hecho la devolución. Me siento engañada, mucho, y muy triste.",1
"Compre el iPhone y la batería dura muy poco, apenas llega al dia. Pedi rembolso y llevan tres días con el producto y dicen que no ingresan el dinero hasta el mes, por política!! Una vergüenza. No lo recomiendo",1
"Amazon no quiere saber nada cuando las cosas no funcionan bien , cuando cargo el móvil la pantalla táctil no funciona o funciona muy mal y tengo que dejar de utilizar el móvil  , compre el móvil el 5 de febrero y llame a los 20 dias solo me dicen que me lo mandan a reparación , que son 30 dias sin móvil , tú te tienes que buscar la vida como puedas , para estar todos esos días sin móvil ,fatal fatal NO COMPRÉIS IPHON EN AMAZON",1
"Llevo con iPhone un montón de años y me informe y me hice caso de comprar el 15, error garrafal. Me debí comprar el 14 o seguir con el 11El 11 le da mil vueltas, tiene fallos que ni parece que sea IPhone espero que con las actualizaciones mejore pero me arrepiento muchísimo por haber contado este teléfono  muy decepcionada",1
Se recalienta el teléfono,1
"El peor iPhone enviado por Amazon,",1
Este artículo  no dirá la batería. No puedes. Hacer casi nada con él por la batería que dura poco encima se calienta  el móvil en nada,1
es el segundo iphone 15 que compro aqui despues de haber devuelto ya uno y la bateria fatal segun te dicen dura 20 horas y no te dura ni una mañana usando el movil bastante poco vengo del iphone 11 con 80% de salud y la bateria me dura practicamente igual esto es una verguenza...,1
"Al usar tan solo 2 o 3 aplicaciones al mismo tiempo o sacar fotos y después poner mapas, el teléfono toma una temperatura nada cómoda. Lamentable.",1
"el iphone se queda bloqueado en el inicio y no cambia de pantalla. no me deja pasar del inicio, no he podido usarlo",1
El producto perfecto!! la entrega muy mal!!!Aunque fue el segundo intento de entrega ya que el primero no fue posible estuvo durante todo el día en reparto mi hijo esperando al repartidor y a las 2200 el estado del pedido cambio a entrega con retrazo muy mal!!!,1
"lo recibi ayer se calienta mucho, eso es normal?",1
Lamentable el servicio de Amazon,1
"El teléfono venía defectuoso, no cargaba en general estoy súper descontenta con este artículo",1
"devuelto pq no encendía. dudo mucho que el tlf que llego fuese un apple verdadero. Los botones dificilmente podías activarlos y la clavija de usb c se quedaba olguera, con otro cable usb c no enganchaba. Apariencia iphone muy cuestionable.",1
Fatal el segundo que me llega y se  sobrecalienta al 100 x 100 como el otro ... la verdad muy defraudado 😞,1
No me gusto la entrega se soponia que era un producto de alto valor que no podia entregarse al hublocker debido al valor pero SEUR intento entregarlo un dia antes y como no habia nadie en casa tiraron mi puerta al cesped 😡😡😡,1
"El producto es Apple y funcionará, lo que es lamentable es el embalaje de Amazon para un producto tan caro.",1
"No hay duda de que es un gran teléfono, pero nunca me lo entregaron, el servicio de entrega es simplemente terrible. dijeron que intentaron entregármelo, pero nadie vino ni siquiera llamó... horrible.",1
Solicitar devolución,1
"He comprado este coche dos veces, la primera funcionó el primer día y al siguiente día  ya no iba el mando, volví a comprarlo por q nos gustó y pensamos a ver si el siguiente iba bien, pues noo!! No sólo me vino usado q encima se movió una vez y yaa!! No lo aconsejo para nadaa!!!",1
"El vídeo muestra el producto en uso.El vídeo te guía a largo de la configuración del producto.El vídeo compara varios productos.El vídeo muestra el desembalaje del producto.Video Player is loading.Play VideoPlayMuteCurrent Time 0:00/Duration 0:08Loaded: 75.07%0:00Stream Type LIVESeek to live, currently behind liveLIVERemaining Time -0:08 1xPlayback RateChaptersChaptersDescriptionsdescriptions off, selectedSubtitlessubtitles off, selectedEspañol (automatizado)Audio Trackdefault, selectedFullscreenThis is a modal window.


Ha dejado de funcionar porque le ha entrado, lo hemos podido comprobar al abrirlo. Una lastima porque hasta ese momento le gustaba a nuestro hijo",1
No funcionó ni 5 minutos.,1
Es complicado manejar el mando los botones muy duro,1
"Solo ha durado un día, las ruedas de un lado dejaron de funcionar!",1
"El producto cuando me llegó el mando, la muñequera y el coche tenian rayadas de haberse usado y mucho.",1
Mando roto o defectuosos después de contactar con ellos te dicen que te envían otro . Le das la misma dirección que el primer pedido y ahora te dicen que no. Falta de seriedad total,1
"No se ha podido cargar el contenido multimedia.
                



Ha llegado en su momento.Por lo demás… caja abierta y cerrada con celo, rajada en un lateral y en suma…, parece usado.Lo devuelvo",1
El juego es muy original aparentemente pero luego es aburrido de jugar.,1
Es una caca de pato p lo que cuesta. Cómo mucho vale 1e. No comprar!!,1
"El vídeo muestra el producto en uso.El vídeo te guía a largo de la configuración del producto.El vídeo compara varios productos.El vídeo muestra el desembalaje del producto.Video Player is loading.Play VideoPlayMuteCurrent Time 0:00/Duration 0:12Loaded: 50.05%0:00Stream Type LIVESeek to live, currently behind liveLIVERemaining Time -0:12 1xPlayback RateChaptersChaptersDescriptionsdescriptions off, selectedSubtitlessubtitles off, selectedAudio Trackdefault, selectedFullscreenThis is a modal window.


Il colore della nappina è nero e non blu. È rovinata, scheggiato e senza je scatola ne cartellino! ( al collo ha il filo di plastica appunto) in più non posso renderlo perché mi serviva in un paio di giorni per un regalo. proprio no!!!!",1
"Me llegó el cubo abierto y su contenido esparcido en la caja de cartón. Seis semanas antes había comprado el mismo producto y me he percatado que estos son más  oscuros, más blandos y huelen agrios. Seguramente estén estropeados. Comparen en la fotografía. Es asqueroso. El proveedor dice que no cabe la devolución. Han ido a la basura. Menos mal que Amazon ha respondido de inmediato y me ha efectuado la devolución. Pero a Arquivet no les compro nada más. La salud de mis mascotas por encima de todo.",1
"Sobre el producto no tengo ninguna queja no era la primera vez que lo pedía, pero la entrega ha sido pésima, la caja donde venía guardado rota por todos lados, y como se ve en la foto las cajas donde vienen los premios para los perros totalmente rotas.No es la primera vez que me pasa con esta empresa de transporte..SEUR!!!",1
"Vino con moho con un olor rancio desagradable, no le doy yo eso ha mi perro ni a otros, para que enfermen con gastroenteritis vomiten y lavado estomago. He intentado de volver el producto y todo son pegas simplemente rechazan la devolución o el cambio por otro producto. En cuestión todo producto perecedero alimentación tanto para personas o mascotas dejan mucho que desear. Calidad-precio: un cero a la izquierda. 💯🛑☣😫😡",1
"Repetí la compra porque la primera vez fue muy buen alimento para mi perrita, le encantan estas chuches, pero esta segunda vez me ha decepcionado. Me han salido malas o yo no sé qué les ha pasado, pero les ha salido como gusanos o larvas diminutas que se están comiendo las chuches, está todo el bote como desmigado, y en las fotos no se aprecia bien pero llevan los gusanos diminutos, y no se porqué habrá podido pasar porque la fecha de caducidad es hasta el 11/22. La cosa es que he tenido que tirar casi medio bote, porque aparte de esas tenía otras pocas en un bote pequeño.",1
"Dudé bastante en si hacer la compra tras leer varias valoraciones negativas de personas indicando que el producto tenía moho o que tenía pelos. La puntuación global del producto es de 4.5 sobre 5, por lo que es bastante buena en general, así que me decidí a probarlo.Pues en efecto, puedo confirmar que mi producto también contiene tanto moho, como pelos, así que directo a la basura. No logro entender sus buenas valoraciones.Por otro lado, el servicio por parte de Amazon ha sido impecable, como siempre.",1
"La primera entrega bien, la segunda llego el precinto roto y la tapa rajada por tanto se podia abrir perfectamente sin que nadie sepa si se ha abierto o no. Siendo comida no es muy seguro.No se puede devolver y el producto esta defectuoso.Tenia automatizada la entrega y se me olvidó desactivarla. La tercera llego también abierta asi que no es algo puntual.se supone que tiene un precinto de seguridad pero aunque estaba intacto esta vez se podia abrir sin romperlo",1
"La verdad que muy mal el producto, le he dado 3 gominolas a mi perro y ha estado vomitando toda la mañana. Es un Carlino de 1 año y es la primera vez que le pasa. Ahorraros la compra y probar otro tipo de chuches.",1
"El producto ha llegado abierto y es la quinta vez que compro estas chuches y son de otro color y textura. No son como los botes que he comprado anteriormente, espero que esten en buen estado.",1
"Me ha llegado lleno de gusanos y huevas de gusanos. Impresionante! No puedo hablar del producto en su estado normal, pero yo no me arriesgaría",1
Además de la astronómica subida de precio en el último pedido llegaron las galletas resecas tal como se puede apreciar en la foto comparándolos con la de un pedido anterior.,1
Muy pequeños y parece que estén malos los tire no se los di a mis perritos.,1
No tiene precinto de seguridad. Y a demás son como húmedos así que tenían una capa de moho. Hice una reclamación a Amazon y me devolvieron el dinero. Y los tiré la la basura,1
Leyendo reseñas de otros usuarios afirmando que habían pelos en los corazones lo he puesto a prueba y puedo corroborar que es verdad.Recomiendo a Amazon que haga algo al respecto con estos productos y hagan una investigación sobre la marca en general por si puede llevar cualquier otra cosa no higiénica y perjudicial para nuestros animales.,1
"Estaba emocionado al recibir un producto cuyo tamaño de envase y premio es perfecto para mi perro, hasta que lo abrimos y nos encontramos que está todo podrido y dañado por dentro, al abrirlo despidió un olor a rancio que hasta ganas de 🤮 dar. He tenido que tirarlo entero a la basuraNo lo recomiendo.",1
"Han cambiado la composición? Ya no son como eran antes, mas blanditos y estos se deshacen....mal cambio",1
"Desde el primer día no le han gustado especialmente a mi perra, he probado a darle en varias ocasiones y nada. Estando bien tapadas cuando he querido dárselas a la perra de una amiga encontré la desagradable sorpresa de que estaban cubiertos de moho.",1
"No se ha podido cargar el contenido multimedia.
                



He encontrado pelos pequeños al partir las chuches al darle de premio a mi mascota publico para que lo veías.",1
"No es la misma que la de la foto, el nuevo formato no es bueno como antes porque ahora los perros no comen",1
"La primera vez que lo compre llego bien, pero esta vez ha llegado el bote roto y todo derramado por ahí. No volveré a comprarlo porque en otras reseñas pone que también llego en mal estado.",1
"He comprado en varias ocasiones y a mi perro le gustan muchísimo, pero en este último envío he visto gusanos y bichos en el producto antes de abrirlo. He intentado ponerme en contacto con la empresa para devolverlo, pero no se puede. No volveré a comprarlo",1
El producto venía abierto y estaba duro,1
A la semana de abrirlos se florecieron y los tuve que tirar. Los tenía bien tapados pero se florecieron igual.Dinero a la basura,1
"No me ha gustado para nada, viene con hongos y umedad, el vendedor no se hace responsable, no lo cambian, su respuesta es que el producto no se puede devolver, lo utilice para tirarlo al contenedor.",1
"Ha llegado el producto en mal estado, oliendo fatal y llenas de Moho. Simplemente asqueroso.",1
"Compré esto porque había comprado otro producto de esta marca, con la esperanza de que fueran tan buenos. Mi perra se enfermó y tuvo problemas intestinales durante unos días. No lo recomiendo.",1
El paquete vino abierto y estaba podrido.,1
"Lo compre para una Bulldog frances, no le gusta y no se lo come por lo que tengo el bote entero sin poder usar. no recomiendo",1
Es la segunda vez que recibo los envases de estos productos rotos,1
No la quiere ver ni en pintura.,1
He comprado este producto muchas veces pero esta vez me ha llegado como veis en la doto,1
Yo no volveré a comprarlo porque mi Bichon maltés se puso malito del estómago. Lo he tirado.,1
"Esta vez no me ha gustado, las compraba porque eran perfectas para mi chihuahua, ahora vienen más grandes y creo que algo cambio en el sabor, ya no le gusta mucho. Mirar foto de antes y después.",1
"He tenido 3 Switches en total (2 OLEDs y una Lite), porque quise darle una segunda oportunidad 3 veces. Así que, estoy más que preparado para dar una opinión.Quise una Switch para poder jugar a algo durante los viajes y me sirvó muy bien para eso. Sin embargo, también me gustaba la posibilidad de jugar en casa en mi TV... La Switch tiene un problema que la gente no dice, y es que, tiene muchos juegos que funcionan a 720p o incluso menos, especialmente los juegos que no son de Nintendo. Tengo una TV de 55"" y de resolución 4K y se nota mucho cuando un juego funciona a una resolución inferior a 1080p, porque se ve borroso y con dientes de sierra.Entiendo que la Switch tiene la potencia que tiene y sea necesario recortar en resolución según el juego, pero que juegos indies simples en 2D como el Hades y el Hollow Knight, funcionen a 720p, deja mucho que desear.Los exclusivos de Nintendo, no me llaman mucho la atención. Mis favoritos serían el Zelda y el Mario Odyssey, pero por sólo 2 juegos que me llaman, no voy tener una consola de 300€. Probé varios, de los más top, el Splatoon, el Mario Kart, el Smash Bros, etc y la verdad, me terminé aburriendo de ellos, además de que yo era malísimo. Así que le daba más uso para jugar a juegos indies de terceros, que también podía comprar en PC para jugar a máxima resolución.Además, la eShop tiene mucha basura, si te metes en ofertas. Casi siempre aparecen juegos tipo simulador de camiones, juegos de cocinas, etc. Algo que por ejemplo no me pasa en PC con Steam ni con Epic.Dentro de poco, van a anunciar la Switch 2, pero yo personalmente no estoy ilusionado. Dudo mucho que vayan a mejorar la baja resolución de los juegos.En resumen, muchos hablan muy bien de esta consola y ha vendido como churros, pero a la hora de la verdad, tiene ciertos inconvenientes que no tendrías ni con una Xbox Series S (que vale lo mismo). Por mi parte, solamente la puedo recomendar si te interesan muchos de sus exclusivos o bien si tienes una TV más pequeña que la mía, porque al ser más pequeña, no se notan tanto las bajas resoluciones.También quiero añadir, que, muchos consideran la Switch OLED como la mejor de todas, pero sin embargo, tras haber tenido dos OLEDs y una Lite, a mí me gusta más como se ven los juegos en la Lite, ya que pasa algo parecido a lo que he mencionado anteriormente, los juegos se ven mejor (más definidos) en una pantalla más pequeña.",2
"Se trata de un equipo (oled) al que se le ha dado una valoración extra en la web, que cuando llega a tus manos te defrauda. Se publicita más de 1600 juegos gratis, y después solo son tres o cuatro, el resto son muy antiguos, básicos y necesitas un pago anual/mensual/semanal para hacer uso de ellos. Realmente, el equipo es eso un equipo básico al que hay que echarle dinero para poder jugar sin posibilidad de otro uso. Conectividad buena, ya que audmite auriculares,  imagen buena con colores reales ( aunque según dicen al año pierden calidad y cogen tonos verdes... ), batería con una duración en uso bastante limitado ( tres o cuatro horas siendo nuevo ) y con unos mandos de tamaño muy ""ajustado"" . En general un equipo de juegos muy caro con prestaciones muy básicas, incómodo de sacar de casa y que debe mejorarse.",2
"No se ha podido cargar el contenido multimedia.
                



El producto llega con la caja cedida por los lados.El joycon derecho viene con una pequeña muesca en centro del joystick.Sospecho que aunque compres el producto nuevo, te mandan una switch reacondicionada.Actualización de reseña: al final acabé devolviendo la consola. En varias ocasiones me saltó un mensaje que me cerraba el juego y me decía que la switch tenía errores.Esos errores eran, principalmente, que la imagen se congelaba, la consola iba lenta, la conexión a internet funcionaba pocas veces y había botones que dejaban de funcionar temporalmente. Una lástima porque la switch oled es una maravilla de consola. Ahora me toca esperar el reembolso para poder volver a comprarla en un establecimiento oficial.",2
"Era para jugar a FC 24 en portátil, el juego va tan mal que se engancha hasta en los menús, juegos capados a 30 FPS, realmente los únicos juegos que han echo con cariño y bien son los de Nintendo, la consola te limita a jugar a Firsts Partys. Yo he solicitado la devolución, no le daba uso porque es prácticamente imposible.Nintendo necesita ya sacar una nueva versión es una vergüenza que se siga vendiendo este tipo de hardware es 0 disfrutable.",2
Compré el modelo nuevo esperando que funcionase mejor que la anterior y han empezado a fallar los mandos y los juegos no cargan la he devuelto y he pedido un reemplazo por que está está defectuosa esperemos las nueva funcione,2
"Acabo de comprar está consola , y me a llegado en dos días todo genial , pero mi sorpresa viene cuando la caja está claramente abierta y rota  no tiene ninguna clase de precinto , aun no la e probado porque es un regalo de reyes , pero me da muchisima desconfianza no se si esta usada cuanso la e comprado y pagado por el precio de una nueva no reacondicionada .",2
"La caja ha llegado en las condiciones mostradas. Evidentemente ha sido abierta antes. Dentro estaba todo bien colocado, pero, las bolsas estaban más arrugadas de lo normal. No vuelvo a comprar este tipo de artículos por Amazon.",2
Parece que me ha llegado usada.,2
Muy normal,2
No hay diferencia en el rendimiento entre Switch y swirch oled. Es solo que la pantalla es más grande y la base está ligeramente modificada. No hay valor de un gran aumento de precios en absoluto.,2
